region_id,baseline_irv,perturbed_irv,delta_irv,replacement_rate,selected_paths
1,0.0000000000,0.0000000000,0.0000000000,0.1,3914
2,0.0000000000,0.0000000000,0.0000000000,0.1,3914
3,0.0000000000,0.0000000000,0.0000000000,0.1,3914
4,0.0000000000,0.0000000000,0.0000000000,0.1,3914
5,0.0000000000,0.0000000000,0.0000000000,0.1,3914
6,0.0000000000,0.0000000000,0.0000000000,0.1,3914
7,0.0000000000,0.0000000000,0.0000000000,0.1,3914
8,0.0000000000,0.0000000000,0.0000000000,0.1,3914
9,0.0000000000,0.0000000000,0.0000000000,0.1,3914
10,0.0000000000,0.0000000000,0.0000000000,0.1,3914
11,0.0000000000,0.0000000000,0.0000000000,0.1,3914
12,0.0000000000,0.0000000000,0.0000000000,0.1,3914
13,0.0000000000,0.0000000000,0.0000000000,0.1,3914
14,0.0000000000,0.0000000000,0.0000000000,0.1,3914
15,0.0000000000,0.0000000000,0.0000000000,0.1,3914
16,0.0000000000,0.0000000000,0.0000000000,0.1,3914
17,0.0000000000,0.0000000000,0.0000000000,0.1,3914
18,0.0000000000,0.0000000000,0.0000000000,0.1,3914
19,0.0000000000,0.0000000000,0.0000000000,0.1,3914
20,0.0000000000,0.0000000000,0.0000000000,0.1,3914
21,0.0000000000,0.0000000000,0.0000000000,0.1,3914
22,0.0000000000,0.0000000000,0.0000000000,0.1,3914
23,0.0000000000,0.0000000000,0.0000000000,0.1,3914
24,0.0000000000,0.0000000000,0.0000000000,0.1,3914
25,0.0000000000,0.0000000000,0.0000000000,0.1,3914
26,0.0000000000,0.0000000000,0.0000000000,0.1,3914
27,0.0000000000,0.0000000000,0.0000000000,0.1,3914
28,0.0000000000,0.0000000000,0.0000000000,0.1,3914
29,0.0000000000,0.0000000000,0.0000000000,0.1,3914
30,0.0000000000,0.0000000000,0.0000000000,0.1,3914
31,0.0000000000,0.0000000000,0.0000000000,0.1,3914
32,0.0000000000,0.0000000000,0.0000000000,0.1,3914
33,0.0000000000,0.0000000000,0.0000000000,0.1,3914
34,0.0000000000,0.0000000000,0.0000000000,0.1,3914
35,0.0000000000,0.0000000000,0.0000000000,0.1,3914
36,0.0000000000,0.0000000000,0.0000000000,0.1,3914
37,0.0000000000,0.0000000000,0.0000000000,0.1,3914
38,0.0394289372,0.0394289372,0.0000000000,0.1,3914
39,0.0000000000,0.0000000000,0.0000000000,0.1,3914
40,0.0000000000,0.0000000000,0.0000000000,0.1,3914
41,0.4468325902,0.4468325902,0.0000000000,0.1,3914
42,0.0000000000,0.0000000000,0.0000000000,0.1,3914
43,0.0000000000,0.0000000000,0.0000000000,0.1,3914
44,0.0000000000,0.0000000000,0.0000000000,0.1,3914
45,0.0000000000,0.0000000000,0.0000000000,0.1,3914
46,0.0000000000,0.0000000000,0.0000000000,0.1,3914
47,0.0000000000,0.0000000000,0.0000000000,0.1,3914
48,0.0186860136,0.0186860136,0.0000000000,0.1,3914
49,0.0044927813,0.0044927813,0.0000000000,0.1,3914
50,0.0265912004,0.0265912004,0.0000000000,0.1,3914
51,0.0175354090,0.0175354090,0.0000000000,0.1,3914
52,0.0000000000,0.0000000000,0.0000000000,0.1,3914
53,0.0973989986,0.0973989986,0.0000000000,0.1,3914
54,0.5506910885,0.5506910885,0.0000000000,0.1,3914
55,0.0000000000,0.0000000000,0.0000000000,0.1,3914
56,0.0000000000,0.0000000000,0.0000000000,0.1,3914
57,0.0000000000,0.0000000000,0.0000000000,0.1,3914
58,0.0000000000,0.0000000000,0.0000000000,0.1,3914
59,0.1628451901,0.1628451901,0.0000000000,0.1,3914
60,0.0000000000,0.0000000000,0.0000000000,0.1,3914
61,2.0985910535,2.0985910535,0.0000000000,0.1,3914
62,0.0000000000,0.0000000000,0.0000000000,0.1,3914
63,0.0000000000,0.0000000000,0.0000000000,0.1,3914
64,0.0000000000,0.0000000000,0.0000000000,0.1,3914
65,0.0708338665,0.0708338665,0.0000000000,0.1,3914
66,0.0000000000,0.0000000000,0.0000000000,0.1,3914
67,0.0000000000,0.0000000000,0.0000000000,0.1,3914
68,0.0000000000,0.0000000000,0.0000000000,0.1,3914
69,0.0000000000,0.0000000000,0.0000000000,0.1,3914
70,0.0514502045,0.0514502045,0.0000000000,0.1,3914
71,0.0000000000,0.0000000000,0.0000000000,0.1,3914
72,0.0059888420,0.0059888420,0.0000000000,0.1,3914
73,0.1014405292,0.0000000000,-0.1014405292,0.1,3914
74,0.0059888420,0.0059888420,0.0000000000,0.1,3914
75,0.0514502045,0.0514502045,0.0000000000,0.1,3914
76,0.0494201711,0.0494201711,0.0000000000,0.1,3914
77,0.0707846558,0.0707846558,0.0000000000,0.1,3914
78,0.0000000000,0.0000000000,0.0000000000,0.1,3914
79,0.0818760354,0.0818760354,0.0000000000,0.1,3914
80,0.1158952693,0.1496801906,0.0337849213,0.1,3914
81,1.4002544481,1.3957675436,-0.0044869045,0.1,3914
82,0.0178369319,0.0213187040,0.0034817721,0.1,3914
83,0.4500295352,0.5186902755,0.0686607403,0.1,3914
84,0.0240452495,0.0240452495,0.0000000000,0.1,3914
85,0.0281902603,0.0281902603,0.0000000000,0.1,3914
86,0.0017068512,0.0017068512,0.0000000000,0.1,3914
87,0.0054888540,0.0054888540,0.0000000000,0.1,3914
88,0.0009218305,0.0009218305,0.0000000000,0.1,3914
89,0.3076481949,0.3240957852,0.0164475903,0.1,3914
90,0.8420019544,0.7835004901,-0.0585014643,0.1,3914
91,0.0000000000,0.0000000000,0.0000000000,0.1,3914
92,0.0062033740,0.0062033740,0.0000000000,0.1,3914
93,0.8092006059,0.7373324336,-0.0718681723,0.1,3914
