region_id,baseline_irv,perturbed_irv,delta_irv,replacement_rate,selected_paths
305,0.2417836072,0.2482644403,0.0064808331,0.2,7829
306,13.9197803107,14.5398202334,0.6200399227,0.2,7829
307,99.3773171807,94.3279243689,-5.0493928118,0.2,7829
308,5.0149010670,6.2915907171,1.2766896502,0.2,7829
309,20.2809185686,19.8000531146,-0.4808654540,0.2,7829
310,0.4728776462,0.4232349093,-0.0496427368,0.2,7829
311,48.5324845411,45.6365238550,-2.8959606861,0.2,7829
312,1.4150139018,1.1769428768,-0.2380710250,0.2,7829
313,289.5164355507,288.6948560958,-0.8215794549,0.2,7829
314,19.0276075913,16.8368618646,-2.1907457268,0.2,7829
315,122.3397851453,118.7257386969,-3.6140464484,0.2,7829
316,2.1534215944,1.6309746985,-0.5224468959,0.2,7829
317,42.1056287945,47.7349591684,5.6293303739,0.2,7829
318,548.0740041233,543.1517703110,-4.9222338123,0.2,7829
319,78.6217986392,79.5645964428,0.9427978037,0.2,7829
320,0.6033807207,0.8191963056,0.2158155849,0.2,7829
321,25.3986488496,25.4601386218,0.0614897722,0.2,7829
322,44.3047598421,44.6661218843,0.3613620422,0.2,7829
323,12.7810303845,11.9677811344,-0.8132492501,0.2,7829
324,78.3482593086,78.9113580869,0.5630987783,0.2,7829
325,10.4954987603,10.6296989051,0.1342001448,0.2,7829
326,5.5215143425,6.7274844178,1.2059700753,0.2,7829
327,0.1617435707,0.1622103775,0.0004668067,0.2,7829
328,11.3441505623,11.2279054114,-0.1162451509,0.2,7829
329,0.3339891070,0.2600720558,-0.0739170511,0.2,7829
330,73.8484973502,75.8163874291,1.9678900789,0.2,7829
331,3.2213633850,3.3397945433,0.1184311582,0.2,7829
332,1.0592168436,1.0512290901,-0.0079877535,0.2,7829
333,18.6951736681,19.2203678758,0.5251942077,0.2,7829
334,4.3352357977,4.1118180847,-0.2234177130,0.2,7829
335,1.1252728133,1.0187023771,-0.1065704362,0.2,7829
336,6.3172471625,5.9741700505,-0.3430771120,0.2,7829
337,150.8165994428,163.7836684948,12.9670690520,0.2,7829
338,33.9470668884,36.5320866060,2.5850197176,0.2,7829
339,0.3344172647,0.3580489940,0.0236317294,0.2,7829
340,12.8936509123,12.0707338700,-0.8229170423,0.2,7829
341,23.3903917758,23.1687466521,-0.2216451237,0.2,7829
342,44.2675505265,45.6808617851,1.4133112585,0.2,7829
343,2.4747340022,2.1910983375,-0.2836356647,0.2,7829
344,95.1268630868,93.1049322668,-2.0219308201,0.2,7829
345,11.7507336409,12.4493137623,0.6985801214,0.2,7829
346,299.8574616223,294.8462349067,-5.0112267156,0.2,7829
347,1.7894369751,1.8230815413,0.0336445662,0.2,7829
348,50.9813633912,52.9098132146,1.9284498234,0.2,7829
349,114.3090119379,113.5860689255,-0.7229430124,0.2,7829
350,6.0519155660,6.0890878219,0.0371722558,0.2,7829
351,8.3215259882,8.2070977248,-0.1144282634,0.2,7829
352,6.9221815516,6.8868258285,-0.0353557231,0.2,7829
353,7.7521832985,7.6177771349,-0.1344061636,0.2,7829
354,0.5644280979,0.6024334274,0.0380053296,0.2,7829
355,28.3079006349,30.4080936585,2.1001930236,0.2,7829
356,47.4590628423,48.2291934850,0.7701306426,0.2,7829
357,37.8585713293,38.3833828216,0.5248114923,0.2,7829
358,1.4536185866,1.4411526680,-0.0124659186,0.2,7829
359,94.5111466252,96.4252582558,1.9141116306,0.2,7829
360,5.6030078624,5.2190714007,-0.3839364617,0.2,7829
361,14.7556699354,15.9307122307,1.1750422953,0.2,7829
