city,replacement_rate,selected_paths,baseline_irv,net_delta_irv,absolute_delta_irv,changed_regions,all_valid_paths
nyc,0.05,1957,15074.28770560205,-0.1879080636631527,188.731688513944,712,39144
nyc,0.1,3914,15074.28770560205,2.4160654350115713,319.0105372965493,728,39144
nyc,0.15,5872,15074.28770560205,5.28364932247548,471.96695918608236,767,39144
nyc,0.2,7829,15074.28770560205,11.803542140936532,642.2956199621574,779,39144
